experience_level,employment_type,remote_ratio,company_size,job_title_freq,employee_residence_top,company_location_top,inflation_adj_salary
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,93193.443
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,235661.57999999996
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,200312.343
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,187458.07499999998
Mid/ Intermediate level,Full-time,Remote,Large,Data Engineer,United States,United States,181688.65104599998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,101762.95499999999
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,180066.87089999995
Entry level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,57778.84176348199
Executive level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,257568.6804768
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,182102.12999999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,72883.69956
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,149966.46
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United States,United States,198919.79729999998
Entry level,Full-time,Remote,Medium,Data Engineer,United States,United States,66413.718
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,332068.58999999997
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,India,India,22940.434139999998
Mid/ Intermediate level,Full-time,Remote,Large,ML Engineer,Other,Other,122820.36416281798
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,96407.01
Executive level,Full-time,Remote,Small,AI Engineer,United States,United States,231376.82399999996
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,257620.95449999993
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,128542.67999999998
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,191207.23649999997
Senior,Full-time,Hybrid,Large,ML Engineer,India,India,111897.602185684
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,50556.04662942399
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,163728.02508299996
Executive level,Full-time,On-site,Medium,Data Scientist,United States,United States,107118.89999999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,56645.225838000006
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,166034.29499999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,183441.11625
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,121472.8326
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,241017.52499999994
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,190885.87979999997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United Kingdom,United Kingdom,74178.509754
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United Kingdom,United Kingdom,65001.63689754
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,114510.10409999998
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United Kingdom,United Kingdom,121384.529382
Executive level,Full-time,Remote,Small,Data Engineer,Canada,Canada,135167.273174668
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,294898.3317
Senior,Full-time,On-site,Large,Data Scientist,United States,United States,331425.87659999996
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,58915.39499999999
Mid/ Intermediate level,Full-time,Hybrid,Medium,Data Scientist,Other,Other,29327.574849999997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,92550.72959999999
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,262441.30499999993
Entry level,Full-time,On-site,Large,Data Engineer,India,Other,7141.698524082779
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,185101.45919999998
Senior,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,148627.47374999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Spain,Spain,105434.99
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,138183.381
Entry level,Full-time,Remote,Large,BI Analyst,Other,Other,7355.355772379999
Mid/ Intermediate level,Full-time,Hybrid,Large,BI Analyst,Other,United States,43918.991988512746
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,Other,Germany,66693.735306
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,119973.16799999998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,181688.65104599998
Mid/ Intermediate level,Full-time,On-site,Large,Data Scientist,Germany,Germany,98771.83601160988
Senior,Full-time,On-site,Medium,BI Analyst,United States,United States,241017.52499999994
Senior,Full-time,Hybrid,Small,Data Engineer,Other,United States,193801.22778239998
Senior,Full-time,On-site,Medium,ML Engineer,United States,United States,175460.75819999998
Mid/ Intermediate level,Full-time,On-site,Small,Data Scientist,Germany,Germany,98602.82595468199
Entry level,Full-time,Remote,Large,Data Scientist,Canada,Canada,86506.960983548
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,94286.05577999998
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,288364.9357512
Entry level,Full-time,Remote,Large,Data Scientist,Other,Other,46924.119759999994
Senior,Full-time,Hybrid,Large,Data Engineer,Other,Other,110984.20000000001
Senior,Full-time,Hybrid,Small,Data Engineer,Other,Other,154653.8336458762
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,173532.618
Senior,Full-time,On-site,Medium,Data Scientist,Other,Other,190060.4425
Mid/ Intermediate level,Part-time,Hybrid,Medium,Data Scientist,India,India,6567.400087855109
Senior,Full-time,On-site,Medium,Data Engineer,Other,Other,77412.589342
Senior,Full-time,Remote,Medium,ML Engineer,Canada,Canada,291398.7837096
Senior,Full-time,Remote,Medium,ML Engineer,United States,United States,215180.44631999996
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,115688.41199999998
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,254514.50639999998
Senior,Full-time,Remote,Small,ML Engineer,United States,United States,310081.96445184
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,63628.626599999996
Mid/ Intermediate level,Full-time,Hybrid,Small,Data Scientist,France,France,68889.10079214702
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,Spain,Spain,45925.66247423175
Entry level,Full-time,Remote,Small,Data Scientist,United States,United States,109013.1906276
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,219807.98279999997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,121044.35699999997
Mid/ Intermediate level,Full-time,Hybrid,Large,Data Scientist,Other,Other,86277.03279672399
Mid/ Intermediate level,Full-time,Remote,Medium,AI/ ML Researcher,United States,United States,173532.618
Senior,Full-time,Remote,Medium,Data Scientist,United States,United States,132720.3171
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,Other,Other,61626.61958380199
Entry level,Full-time,Remote,Medium,Data Analyst,United States,United States,68770.3338
Entry level,Part-time,Remote,Medium,AI Engineer,Other,United States,14535.092083679998
Entry level,Full-time,Remote,Medium,AI/ DS Executive,United States,United States,89427.142476
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,150452.77980599998
Mid/ Intermediate level,Full-time,On-site,Small,Data Scientist,Other,Other,15663.898785989788
Mid/ Intermediate level,Full-time,Remote,Medium,ML Engineer,United States,United States,149966.46
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,138826.0944
Senior,Full-time,On-site,Medium,AI Engineer,United States,United States,198169.965
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,86766.309
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,Spain,Spain,73952.41274176
Executive level,Full-time,Remote,Medium,Data Engineer,United States,United States,225928.75674599997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,172144.35705599998
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,205913.80451879997
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,United States,United States,250118.34674399998
Mid/ Intermediate level,Full-time,Remote,Medium,Data Engineer,United Kingdom,United Kingdom,115557.68352696399
Entry level,Full-time,Hybrid,Large,Data Analyst,United States,United States,115688.41199999998
Entry level,Part-time,Remote,Medium,Data Scientist,Other,France,129041.32934
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,147824.082
Senior,Full-time,Remote,Medium,ML Engineer,France,France,135579.032325562
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,218304.03344399997
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,269939.62799999997
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,77339.8458
Mid/ Intermediate level,Full-time,On-site,Medium,Data Analyst,Canada,Canada,117310.29939999999
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,246373.46999999994
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,173532.618
Mid/ Intermediate level,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,111939.25049999998
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,128542.67999999998
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,134969.81399999998
Mid/ Intermediate level,Freelancer,On-site,Large,Data Engineer,Other,United States,24225.153472799997
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,269939.62799999997
Entry level,Part-time,Hybrid,Small,Data Scientist,Other,Other,26809.551370179935
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,157464.783
Mid/ Intermediate level,Full-time,Remote,Large,Data Scientist,India,India,26981.368862
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,United States,United States,113813.83124999997
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,164963.106
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,133898.62499999997
Entry level,Full-time,On-site,Medium,Data Engineer,United States,United States,98335.15019999997
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,143792.12660399996
Mid/ Intermediate level,Full-time,On-site,Medium,Data Scientist,Spain,Spain,65502.87484
Mid/ Intermediate level,Full-time,On-site,Medium,Data Engineer,United Kingdom,United Kingdom,115557.68352696399
Senior,Full-time,On-site,Medium,AI/ DS Executive,United States,United States,214237.79999999996
Senior,Full-time,On-site,Medium,BI Analyst,United States,United States,138504.73769999997
Senior,Full-time,Remote,Medium,Data Engineer,United States,United States,102941.26289999999
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,152108.838
Mid/ Intermediate level,Full-time,Hybrid,Medium,Data Analyst,India,Other,19432.223578
Mid/ Intermediate level,Full-time,Remote,Medium,Data Scientist,United States,United States,55661.12281799999
Mid/ Intermediate level,Full-time,On-site,Medium,ML Engineer,United States,United States,220579.23887999996
Senior,Full-time,On-site,Medium,Data Engineer,United States,United States,176424.82829999996
Senior,Full-time,Remote,Medium,Data Analyst,United States,United States,128810.47724999997
Mid/ Intermediate level,Full-time,Remote,Medium,Data Analyst,United States,United States,89444.2815
Senior,Full-time,On-site,Medium,Data Scientist,United States,United States,184458.74579999998
Executive level,Full-time,On-site,Medium,AI/ DS Executive,Other,Other,103203.73589714999
Entry level,Full-time,Hybrid,Small,ML Engineer,United States,United States,98111.87156484
Senior,Full-time,On-site,Large,Data Engineer,United States,United States,178854.284952
Senior,Full-time,Remote,Large,Data Scientist,Other,Other,70386.17964
Senior,Full-time,Remote,Small,ML Engineer,Other,Other,56439.98866606066
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,121472.8326
Senior,Full-time,On-site,Medium,Data Analyst,United States,United States,113546.03399999997
Senior,Full-time,Remote,Large,AI/ DS Executive,United States,United States,210758.83521335997
